レースID,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,馬場,距離,1着フラグ,3着内フラグ
202001010205,1,1,1,バスラットレオン,牡2,54.0,藤岡佑介,1:51.3,,2.6,1.0,462(0),[西] 矢作芳人,芝,1800,1,1
202001010205,2,4,4,モリノカンナチャン,牝2,54.0,横山和生,1:51.7,2.1/2,37.5,6.0,428(0),[東] 大江原哲,芝,1800,0,1
202001010205,3,7,7,ポルトヴェッキオ,牝2,54.0,池添謙一,1:51.9,1.1/4,3.9,3.0,452(0),[東] 木村哲也,芝,1800,0,1
202001010205,4,3,3,プラチナトレジャー,牡2,54.0,武豊,1:52.2,2,6.4,4.0,470(0),[東] 国枝栄,芝,1800,0,0
202001010205,5,6,6,ミルウ,牝2,54.0,ルメール,1:52.4,1.1/4,3.0,2.0,430(0),[西] 友道康夫,芝,1800,0,0
202001010205,6,5,5,ロードフェイロン,牡2,54.0,横山武史,1:52.7,2,24.4,5.0,452(0),[西] 奥村豊,芝,1800,0,0
202001010205,7,2,2,カイザーレヴァンテ,牡2,54.0,岩田康誠,1:52.9,1.1/4,48.5,7.0,492(0),[東] 田中剛,芝,1800,0,0
202001010206,1,3,3,ショウリノカンパイ,牝2,54.0,田中勝春,1:48.2,,3.6,2.0,466(0),[東] 藤原辰雄,ダート,1700,1,1
202001010206,2,2,2,デルマミロク,牝2,52.0,亀田温心,1:49.1,5,3.8,3.0,474(0),[西] 須貝尚介,ダート,1700,0,1
202001010206,3,4,4,レガーメダモーレ,牡2,54.0,ルメール,1:49.3,1.1/4,2.3,1.0,510(0),[東] 萩原清,ダート,1700,0,1
202001010206,4,1,1,トーセンルチアーノ,牡2,54.0,横山和生,1:50.3,6,11.3,5.0,462(0),[東] 田村康仁,ダート,1700,0,0
202001010206,5,5,5,コスモパラティーナ,牡2,54.0,丹内祐次,1:55.8,大,36.2,6.0,474(0),[東] 高橋祥泰,ダート,1700,0,0
202001010206,6,6,6,パルデンス,牡2,53.0,団野大成,2:01.9,大,8.0,4.0,470(0),[東] 中野栄治,ダート,1700,0,0
202001010207,1,4,4,モンブランテソーロ,牡4,57.0,ルメール,1:47.9,,1.4,1.0,478(+6),[東] 田中博康,芝,1800,1,1
202001010207,2,7,7,マイネルエキサイト,牡4,57.0,横山武史,1:48.2,1.3/4,27.6,8.0,490(+4),[東] 加藤士津,芝,1800,0,1
202001010207,3,8,9,エフティイーリス,牝4,55.0,大野拓弥,1:48.4,1.1/2,10.2,3.0,450(-12),[東] 金成貴史,芝,1800,0,1
202001010207,4,2,2,コスモレリア,牡5,57.0,丹内祐次,1:48.6,1.1/2,16.1,5.0,468(+2),[東] 奥村武,芝,1800,0,0
202001010207,5,1,1,スズカゼ,牝6,52.0,山田敬士,1:48.8,1.1/4,17.6,6.0,478(-4),[東] 深山雅史,芝,1800,0,0
202001010207,6,6,6,マジストラル,牡4,57.0,吉田隼人,1:48.9,1/2,14.9,4.0,490(-8),[西] 高野友和,芝,1800,0,0
202001010207,7,8,8,ウインローズブーケ,牝3,51.0,団野大成,1:49.0,1/2,6.3,2.0,440(+22),[西] 吉田直弘,芝,1800,0,0
202001010207,8,5,5,ノーブルルビー,牝3,50.0,亀田温心,1:49.8,5,68.5,9.0,484(-10),[西] 牧浦充徳,芝,1800,0,0
202001010207,9,3,3,テンペスタージ,牡4,57.0,横山和生,1:50.4,3.1/2,18.4,7.0,460(+2),[東] 戸田博文,芝,1800,0,0
202001010208,1,3,3,ビオレイメル,牝4,53.0,亀田温心,1:45.8,,22.9,6.0,470(-8),[西] 本田優,ダート,1700,1,1
202001010208,2,4,4,オレンジペコ,牝3,52.0,武豊,1:45.8,クビ,4.1,3.0,478(+14),[西] 武英智,ダート,1700,0,1
202001010208,3,6,6,メイショウカスガ,牝4,55.0,吉田隼人,1:45.9,1/2,3.5,2.0,462(-2),[西] 高橋義忠,ダート,1700,0,1
202001010208,4,8,8,タガノグリュック,牝3,52.0,藤岡康太,1:46.5,3.1/2,4.5,4.0,494(-6),[西] 鈴木孝志,ダート,1700,0,0
202001010208,5,1,1,レディグレイ,牝4,54.0,団野大成,1:46.9,2.1/2,13.4,5.0,466(-2),[東] 宗像義忠,ダート,1700,0,0
202001010208,6,2,2,ウィーンソナタ,牝3,49.0,山田敬士,1:47.4,3,2.8,1.0,490(+4),[東] 伊藤圭三,ダート,1700,0,0
202001010208,7,7,7,マジックブルーム,牝4,55.0,丹内祐次,1:48.1,4,59.3,8.0,480(+2),[東] 鈴木伸尋,ダート,1700,0,0
202001010208,8,5,5,デルマアンバリッド,牝4,55.0,川島信二,1:48.1,クビ,57.4,7.0,484(-2),[東] 堀井雅広,ダート,1700,0,0
202001010209,1,7,7,レッドアルマーダ,セ4,57.0,ルメール,2:01.3,,1.7,1.0,526(-4),[東] 藤沢和雄,芝,2000,1,1
202001010209,2,1,1,ダディーズトリップ,牡4,57.0,武豊,2:01.8,3,5.8,2.0,448(-2),[西] 杉山晴紀,芝,2000,0,1
202001010209,3,2,2,フジノロケット,牡3,54.0,川島信二,2:01.8,アタマ,40.0,10.0,440(-10),[地] 米川昇,芝,2000,0,1
202001010209,4,8,10,クラサーヴィツァ,牝4,55.0,吉田隼人,2:02.0,1.1/4,7.8,3.0,456(+6),[東] 武井亮,芝,2000,0,0
202001010209,5,3,3,シャチ,牡3,54.0,山田敬士,2:02.2,1.1/4,25.1,6.0,460(-2),[東] 小桧山悟,芝,2000,0,0
202001010209,6,8,9,ストームリッパー,セ4,57.0,横山武史,2:02.3,1/2,8.4,4.0,498(-10),[東] 鹿戸雄一,芝,2000,0,0
202001010209,7,5,5,ヒラボクメルロー,牝4,55.0,亀田温心,2:02.6,1.3/4,25.5,7.0,454(-4),[西] 寺島良,芝,2000,0,0
202001010209,8,4,4,グロンフォール,牡5,57.0,石川裕紀,2:02.6,アタマ,33.6,9.0,564(-12),[東] 新開幸一,芝,2000,0,0
202001010209,9,7,8,エン,牡3,52.0,丹内祐次,2:03.2,3.1/2,12.7,5.0,462(-8),[東] 青木孝文,芝,2000,0,0
202001010209,10,6,6,ザプリオレス,牡4,57.0,柴山雄一,2:03.3,1/2,27.9,8.0,506(0),[西] 大橋勇樹,芝,2000,0,0
202001010210,1,5,6,ニシノドレッシー,牝4,55.0,勝浦正樹,1:08.3,,8.2,5.0,440(0),[東] 的場均,芝,1200,1,1
202001010210,2,4,5,ロフティーピーク,牝3,52.0,吉田隼人,1:08.3,クビ,8.7,7.0,478(-10),[西] 武幸四郎,芝,1200,0,1
202001010210,3,8,13,フォレブルート,牝4,55.0,藤岡佑介,1:08.4,クビ,4.8,1.0,446(+10),[西] 安田隆行,芝,1200,0,1
202001010210,4,7,11,アレス,牝4,55.0,横山武史,1:08.4,クビ,5.3,2.0,462(+12),[西] 昆貢,芝,1200,0,0
202001010210,5,3,3,コスモアンジュ,牝3,52.0,丹内祐次,1:08.5,クビ,6.2,3.0,474(+2),[東] 武藤善則,芝,1200,0,0
202001010210,6,2,2,イルヴェントデーア,牝4,55.0,藤岡康太,1:08.6,1/2,65.4,13.0,432(-16),[東] 金成貴史,芝,1200,0,0
202001010210,7,4,4,ケワロス,牝5,55.0,松田大作,1:08.6,ハナ,8.7,6.0,440(-10),[西] 牧浦充徳,芝,1200,0,0
202001010210,8,1,1,キャスパリーグ,牝6,55.0,岩田康誠,1:08.8,1.1/4,12.3,8.0,454(0),[西] 浅見秀一,芝,1200,0,0
202001010210,9,7,10,ビックピクチャー,牝4,55.0,ルメール,1:08.8,クビ,6.8,4.0,416(-14),[西] 藤原英昭,芝,1200,0,0
202001010210,10,6,8,ブリングイットオン,牝4,55.0,黛弘人,1:08.8,クビ,42.1,12.0,446(-8),[西] 宮徹,芝,1200,0,0
202001010210,11,5,7,セントセシリア,牝4,55.0,団野大成,1:08.9,クビ,40.6,11.0,402(0),[西] 矢作芳人,芝,1200,0,0
202001010210,12,8,12,シルヴェーヌ,牝5,55.0,池添謙一,1:09.0,1/2,35.2,10.0,458(+2),[東] 伊藤伸一,芝,1200,0,0
202001010210,13,6,9,スズカユース,牝4,55.0,大野拓弥,1:09.1,1/2,31.7,9.0,456(+4),[東] 伊藤圭三,芝,1200,0,0
202001010211,1,6,9,シネマソングス,牝5,52.0,池添謙一,1:45.0,,8.5,4.0,438(+6),[東] 小笠倫弘,ダート,1700,1,1
202001010211,2,5,7,シベリウス,牡7,53.0,横山和生,1:45.1,1/2,12.4,7.0,466(-2),[東] 藤原辰雄,ダート,1700,0,1
202001010211,3,2,2,ソリストサンダー,牡5,55.0,横山武史,1:45.1,ハナ,5.0,2.0,478(-4),[西] 高柳大輔,ダート,1700,0,1
202001010211,4,7,11,ビービーガウディ,牡6,54.0,大野拓弥,1:45.2,3/4,20.3,8.0,478(-2),[東] 久保田貴,ダート,1700,0,0
202001010211,5,4,6,アニエーゼ,牝5,52.0,国分恭介,1:45.2,クビ,10.6,6.0,476(+12),[西] 高橋康之,ダート,1700,0,0
202001010211,6,8,14,ライジングドラゴン,牡5,55.0,吉田隼人,1:45.4,1.1/4,7.0,3.0,454(+12),[西] 吉田直弘,ダート,1700,0,0
202001010211,7,7,12,ボードウォーク,牝5,53.0,黛弘人,1:45.7,1.1/2,10.0,5.0,458(-20),[西] 矢作芳人,ダート,1700,0,0
202001010211,8,3,3,パレニア,牝4,52.0,藤岡康太,1:45.7,クビ,23.9,10.0,510(+20),[西] 高橋亮,ダート,1700,0,0
202001010211,9,5,8,ダンツキャッスル,牡4,56.0,藤岡佑介,1:45.8,1/2,3.3,1.0,478(0),[西] 谷潔,ダート,1700,0,0
202001010211,10,1,1,アノ,牡4,54.0,武豊,1:45.9,1/2,21.4,9.0,440(+2),[西] 鈴木孝志,ダート,1700,0,0
202001010211,11,4,5,タイキダイヤモンド,牡6,54.0,勝浦正樹,1:46.6,4,39.1,12.0,488(+16),[東] 萱野浩二,ダート,1700,0,0
202001010211,12,6,10,マンカストラップ,牡6,53.0,丹内祐次,1:46.8,1.1/2,73.3,13.0,492(0),[東] 伊藤大士,ダート,1700,0,0
202001010211,13,3,4,マイネルアンファン,牡5,53.0,柴山雄一,1:46.8,ハナ,24.3,11.0,508(-20),[東] 和田正一,ダート,1700,0,0
202001010212,1,4,4,フェルミスフィア,牝3,52.0,池添謙一,1:28.2,,1.7,1.0,428(-8),[東] 木村哲也,芝,1500,1,1
202001010212,2,6,7,クリノイヴァンカ,牝4,55.0,石川裕紀,1:28.5,1.3/4,48.0,8.0,470(-2),[東] 天間昭一,芝,1500,0,1
202001010212,3,6,6,マノアフォールズ,セ4,57.0,吉田隼人,1:28.5,クビ,61.7,11.0,456(-16),[東] 斎藤誠,芝,1500,0,1
202001010212,4,3,3,ドゥシャンパーニュ,牝4,55.0,藤岡佑介,1:28.6,1/2,15.6,5.0,434(-2),[西] 寺島良,芝,1500,0,0
202001010212,5,7,9,オルテール,牡3,52.0,藤岡康太,1:29.0,2,3.7,2.0,504(+2),[東] 堀宣行,芝,1500,0,0
202001010212,6,7,8,エピックガール,牝4,54.0,団野大成,1:29.2,1.1/4,7.8,3.0,438(+2),[東] 宮田敬介,芝,1500,0,0
202001010212,7,8,10,カップッチョ,牡3,54.0,横山和生,1:29.3,1/2,50.4,9.0,450(0),[東] 大江原哲,芝,1500,0,0
202001010212,8,1,1,トスアップ,牝4,55.0,水口優也,1:29.4,3/4,23.6,7.0,438(+2),[西] 池江泰寿,芝,1500,0,0
202001010212,9,5,5,ディザイアソング,牝4,55.0,大野拓弥,1:29.8,2.1/2,52.4,10.0,446(+4),[東] 金成貴史,芝,1500,0,0
202001010212,10,2,2,エレナレジーナ,牝4,55.0,横山武史,1:30.1,1.3/4,22.7,6.0,426(0),[東] 加藤征弘,芝,1500,0,0
202001010212,11,8,11,フジマサディープ,牡4,57.0,丹内祐次,1:32.1,大,13.5,4.0,490(-6),[東] 菊川正達,芝,1500,0,0
202001010301,1,3,3,ジャンカズマ,牡2,54.0,ルメール,1:29.6,,2.9,2.0,450(+2),[西] 安田翔伍,芝,1500,1,1
202001010301,2,5,5,セイウンオードリー,牡2,53.0,団野大成,1:30.1,3,32.0,8.0,500(+4),[東] 深山雅史,芝,1500,0,1
202001010301,3,1,1,ドルチェヴィータ,牝2,54.0,菱田裕二,1:30.2,クビ,24.1,5.0,434(+6),[西] 西橋豊治,芝,1500,0,1
202001010301,4,6,6,ロジネイア,牝2,54.0,池添謙一,1:30.3,1/2,4.2,3.0,420(-2),[東] 古賀慎明,芝,1500,0,0
202001010301,5,2,2,デルマカンノン,牝2,54.0,国分恭介,1:30.4,3/4,8.0,4.0,424(-2),[西] 五十嵐忠,芝,1500,0,0
202001010301,6,8,9,ビップレックス,牡2,54.0,大野拓弥,1:31.0,3.1/2,31.9,7.0,444(+2),[西] 松下武士,芝,1500,0,0
202001010301,7,4,4,ボルゲリ,牡2,54.0,横山和生,1:31.1,1/2,2.8,1.0,486(-2),[東] 大江原哲,芝,1500,0,0
202001010301,8,7,7,エイシンギアアップ,牡2,54.0,岩田康誠,1:32.1,6,24.1,6.0,488(-6),[西] 中尾秀正,芝,1500,0,0
202001010301,9,8,8,ナムラアダーラ,牝2,54.0,丹内祐次,1:33.2,7,132.3,9.0,444(-4),[東] 石栗龍彦,芝,1500,0,0
202001010302,1,5,7,タマモパッション,牝3,54.0,ルメール,1:45.6,,2.9,1.0,474(-8),[西] 大橋勇樹,ダート,1700,1,1
202001010302,2,7,11,スマイルフェイス,牝3,54.0,丹内祐次,1:47.3,大,23.4,7.0,498(+6),[東] 金成貴史,ダート,1700,0,1
202001010302,3,2,2,メイショウトラヒメ,牝3,54.0,柴山雄一,1:47.4,3/4,20.6,6.0,478(+2),[西] 南井克巳,ダート,1700,0,1
202001010302,4,8,14,トーホウロゼ,牝3,54.0,池添謙一,1:47.5,1/2,10.0,5.0,446(-2),[西] 石坂公一,ダート,1700,0,0
202001010302,5,6,9,エキストラライト,牝3,54.0,吉田隼人,1:47.6,クビ,33.1,10.0,434(0),[西] 高柳大輔,ダート,1700,0,0
202001010302,6,4,6,セイプレシャス,牝3,52.0,藤田菜七,1:48.0,2.1/2,57.6,12.0,426(-2),[東] 浅野洋一,ダート,1700,0,0
202001010302,7,1,1,スイートポイズン,牝3,54.0,藤岡康太,1:48.3,1.3/4,4.2,2.0,426(-4),[西] 今野貞一,ダート,1700,0,0
202001010302,8,4,5,ウインオリヴィア,牝3,51.0,山田敬士,1:48.5,1.1/4,8.5,4.0,428(-4),[西] 宮本博,ダート,1700,0,0
202001010302,9,3,4,アントルラッセ,牝3,54.0,古川吉洋,1:48.7,1.1/4,4.4,3.0,398(-6),[西] 上村洋行,ダート,1700,0,0
202001010302,10,8,13,ラグローリア,牝3,51.0,秋山稔樹,1:49.0,2,191.4,14.0,462(+2),[西] 森田直行,ダート,1700,0,0
202001010302,11,3,3,ジュンヴァドス,牝3,53.0,団野大成,1:49.4,2.1/2,27.8,8.0,408(-2),[東] 高柳瑞樹,ダート,1700,0,0
202001010302,12,6,10,エンフォーサー,牝3,54.0,黛弘人,1:49.5,1/2,50.8,11.0,448(0),[東] 伊藤伸一,ダート,1700,0,0
202001010302,13,7,12,エピデンドラム,牝3,54.0,石川裕紀,1:50.8,8,30.4,9.0,458(0),[西] 高橋康之,ダート,1700,0,0
202001010302,14,5,8,ヒットパレード,牝3,54.0,蛯名正義,1:52.4,10,138.1,13.0,432(+4),[東] 粕谷昌央,ダート,1700,0,0
202001010303,1,6,8,タマモゼーゼマン,牡3,56.0,松田大作,0:59.0,,6.1,4.0,466(0),[西] 武英智,ダート,1000,1,1
202001010303,2,7,9,フィーユレヴーズ,牝3,54.0,横山武史,0:59.4,2.1/2,4.4,2.0,444(-6),[東] 斎藤誠,ダート,1000,0,1
202001010303,3,5,6,コンゴウレイワ,牝3,53.0,団野大成,0:59.7,2,9.2,6.0,460(+16),[西] 佐々木晶,ダート,1000,0,1
202001010303,4,8,12,ニーケススマイル,牡3,56.0,横山和生,0:59.8,1/2,12.2,7.0,450(-8),[東] 蛯名利弘,ダート,1000,0,0
202001010303,5,1,1,マーブルレディー,牝3,54.0,池添謙一,0:59.8,ハナ,32.5,9.0,438(-6),[西] 池添兼雄,ダート,1000,0,0
202001010303,6,5,5,ロードドミニオン,牡3,56.0,藤岡康太,0:59.8,クビ,3.9,1.0,450(-4),[西] 西浦勝一,ダート,1000,0,0
202001010303,7,2,2,グランドジュビリー,牡3,56.0,岩田康誠,1:00.1,1.3/4,7.7,5.0,480(-12),[東] 小笠倫弘,ダート,1000,0,0
202001010303,8,3,3,テイエムピカピカ,牝3,51.0,秋山稔樹,1:00.2,1/2,89.1,10.0,460(0),[東] 石栗龍彦,ダート,1000,0,0
202001010303,9,4,4,ベルサンライズ,牝3,54.0,加藤祥太,1:00.4,1.1/4,23.1,8.0,474(-4),[西] 石坂公一,ダート,1000,0,0
202001010303,10,7,10,コルディアルッカ,牝3,54.0,水口優也,1:00.8,2.1/2,239.4,12.0,438(-6),[西] 大根田裕,ダート,1000,0,0
202001010303,11,6,7,カッチョカバロ,牡3,56.0,丹内祐次,1:01.1,1.3/4,5.1,3.0,492(-2),[東] 牧光二,ダート,1000,0,0
202001010303,12,8,11,テーオーエリザベス,牝3,54.0,菱田裕二,1:01.3,1.1/4,169.4,11.0,468(-2),[西] 岡田稲男,ダート,1000,0,0
202001010304,1,8,13,アグードイメル,牡3,56.0,横山和生,1:46.1,,5.6,4.0,476(-6),[東] 小野次郎,ダート,1700,1,1
202001010304,2,6,9,ケイアイタカプナ,牡3,56.0,大野拓弥,1:46.1,クビ,10.5,5.0,466(+4),[東] 田村康仁,ダート,1700,0,1
202001010304,3,6,10,ブラックトマホーク,牡3,56.0,横山武史,1:46.6,3,4.8,3.0,472(0),[東] 高木登,ダート,1700,0,1
202001010304,4,1,1,マジックウォリアー,牡3,56.0,ルメール,1:46.8,1.1/4,3.2,1.0,514(-2),[西] 杉山晴紀,ダート,1700,0,0
202001010304,5,7,11,スイートクラス,牡3,56.0,武豊,1:47.1,1.3/4,32.8,8.0,476(-6),[東] 林徹,ダート,1700,0,0
202001010304,6,7,12,テイエムゴールデン,牡3,56.0,国分恭介,1:47.1,クビ,3.8,2.0,466(-2),[西] 五十嵐忠,ダート,1700,0,0
202001010304,7,5,7,ベニトアイト,セ3,54.0,亀田温心,1:47.4,1.3/4,23.4,7.0,518(+6),[西] 藤岡健一,ダート,1700,0,0
202001010304,8,3,3,ヌンカプト,牡3,56.0,吉田隼人,1:47.5,1/2,39.6,9.0,450(0),[東] 矢野英一,ダート,1700,0,0
202001010304,9,3,4,エールプレジール,牡3,56.0,柴山雄一,1:47.6,3/4,45.8,10.0,460(-8),[東] 小笠倫弘,ダート,1700,0,0
202001010304,10,8,14,プロスペロ,牡3,54.0,藤田菜七,1:47.7,クビ,116.0,13.0,476(-4),[西] 大橋勇樹,ダート,1700,0,0
202001010304,11,5,8,クリノターハイ,牡3,56.0,加藤祥太,1:47.7,クビ,263.6,14.0,478(-2),[西] 藤沢則雄,ダート,1700,0,0
202001010304,12,4,6,リアリーカ,牡3,56.0,勝浦正樹,1:48.1,2.1/2,89.1,11.0,464(-6),[東] 小野次郎,ダート,1700,0,0
202001010304,13,4,5,メイショウタオ,牡3,56.0,古川吉洋,1:48.2,クビ,103.0,12.0,444(-6),[西] 松永昌博,ダート,1700,0,0
202001010304,14,2,2,ネブロシティ,牡3,56.0,藤岡佑介,1:49.0,5,18.7,6.0,490(-6),[西] 高野友和,ダート,1700,0,0
202001010305,1,3,3,オパールムーン,牝2,54.0,横山典弘,1:29.4,,7.3,4.0,424(0),[西] 昆貢,芝,1500,1,1
202001010305,2,1,1,ヴァーチャリティ,牝2,54.0,松田大作,1:29.4,クビ,4.9,3.0,448(0),[西] 庄野靖志,芝,1500,0,1
202001010305,3,8,9,ククナ,牝2,54.0,ルメール,1:29.7,2,3.4,2.0,446(0),[東] 栗田徹,芝,1500,0,1
202001010305,4,7,7,ユキノフラッシュ,牡2,54.0,岩田康誠,1:29.7,アタマ,2.7,1.0,450(0),[西] 牧田和弥,芝,1500,0,0
202001010305,5,2,2,カシェル,牝2,54.0,横山武史,1:29.9,1.1/4,10.0,5.0,444(0),[西] 宮本博,芝,1500,0,0
202001010305,6,5,5,ブリュンヒルデ,牝2,54.0,柴田善臣,1:30.3,2.1/2,35.9,7.0,430(0),[東] 大江原哲,芝,1500,0,0
202001010305,7,8,8,ゲノム,牡2,54.0,大野拓弥,1:31.1,5,22.1,6.0,426(0),[西] 高柳大輔,芝,1500,0,0
202001010305,8,6,6,プラチナレディ,牝2,53.0,団野大成,1:31.6,3,48.9,8.0,426(0),[東] 伊藤大士,芝,1500,0,0
202001010305,9,4,4,トランセンドパスト,牡2,54.0,柴山雄一,1:31.8,1.1/4,112.7,9.0,450(0),[東] 田中剛,芝,1500,0,0
202001010306,1,2,4,ブルベアカロリー,牡3,56.0,国分恭介,2:00.9,,31.1,7.0,482(+12),[西] 五十嵐忠,芝,2000,1,1
202001010306,2,1,1,ブルームラッシュ,牡3,56.0,ルメール,2:00.9,アタマ,2.4,1.0,454(0),[東] 尾関知人,芝,2000,0,1
202001010306,3,6,11,グレーフェンベルク,牡3,56.0,田辺裕信,2:01.1,1.1/4,13.7,5.0,462(-4),[西] 浅見秀一,芝,2000,0,1
202001010306,4,3,5,アンストッパブル,牡3,54.0,亀田温心,2:01.3,1.1/4,6.1,4.0,462(-2),[西] 角田晃一,芝,2000,0,0
202001010306,5,3,6,フジコウキ,牡3,53.0,秋山稔樹,2:01.7,2.1/2,22.6,6.0,444(+10),[東] 大江原哲,芝,2000,0,0
202001010306,6,5,10,アンジュミノル,牝3,54.0,藤岡康太,2:01.7,ハナ,109.9,13.0,466(-4),[西] 本田優,芝,2000,0,0
202001010306,7,7,13,ナリタアレス,牡3,56.0,古川吉洋,2:01.8,クビ,4.1,2.0,468(-8),[西] 木原一良,芝,2000,0,0
202001010306,8,8,15,メイショウカイコウ,牡3,56.0,菱田裕二,2:02.1,2,43.4,9.0,426(-2),[東] 和田勇介,芝,2000,0,0
202001010306,9,4,8,メートルエロー,牡3,56.0,吉田隼人,2:02.5,2.1/2,104.8,12.0,500(-26),[西] 矢作芳人,芝,2000,0,0
202001010306,10,1,2,マイネルグランサム,牡3,56.0,丹内祐次,2:02.6,3/4,86.8,11.0,452(-2),[東] 奥村武,芝,2000,0,0
202001010306,11,2,3,モルトルバート,セ3,55.0,団野大成,2:02.6,ハナ,31.7,8.0,438(+6),[西] 松永幹夫,芝,2000,0,0
202001010306,12,8,16,キミノミラクル,牝3,52.0,藤田菜七,2:02.7,クビ,57.7,10.0,486(+2),[東] 根本康広,芝,2000,0,0
202001010306,13,6,12,スワーヴカエサル,牡3,56.0,横山武史,2:03.4,4,6.0,3.0,518(-6),[東] 田中博康,芝,2000,0,0
202001010306,14,7,14,ディーププレザント,牡3,56.0,荻野琢真,2:03.4,ハナ,214.8,15.0,502(-6),[西] 森田直行,芝,2000,0,0
202001010306,15,4,7,シュライクス,牡3,53.0,山田敬士,2:03.8,2.1/2,398.0,16.0,404(-16),[東] 水野貴広,芝,2000,0,0
202001010306,16,5,9,ピラミッドムーン,牡3,56.0,松田大作,2:04.0,1.1/2,151.6,14.0,486(-8),[西] 松永幹夫,芝,2000,0,0
202001010307,1,4,4,アカイイト,牝3,52.0,横山典弘,1:47.6,,2.4,2.0,496(+4),[西] 中竹和也,芝,1800,1,1
202001010307,2,8,8,ショコラブリアン,牝3,52.0,武豊,1:47.8,1.1/2,2.1,1.0,530(+28),[東] 尾関知人,芝,1800,0,1
202001010307,3,5,5,イカット,牝3,52.0,吉田隼人,1:47.9,3/4,4.1,3.0,452(0),[西] 上村洋行,芝,1800,0,1
202001010307,4,2,2,スズカゼ,牝6,52.0,山田敬士,1:48.5,3.1/2,19.7,4.0,478(0),[東] 深山雅史,芝,1800,0,0
202001010307,5,8,9,アーブルルージュ,牝4,54.0,団野大成,1:48.8,1.3/4,54.0,6.0,432(-12),[東] 松山将樹,芝,1800,0,0
202001010307,6,1,1,レディーキティ,牝5,55.0,国分恭介,1:49.2,2.1/2,25.8,5.0,408(+2),[西] 野中賢二,芝,1800,0,0
202001010307,7,6,6,マジックブルーム,牝4,55.0,横山和生,1:50.3,7,94.1,8.0,480(0),[東] 鈴木伸尋,芝,1800,0,0
202001010307,8,3,3,デルマアンバリッド,牝4,55.0,川島信二,1:50.5,1.1/4,141.4,9.0,482(-2),[東] 堀井雅広,芝,1800,0,0
202001010307,9,7,7,フェデネージュ,牝3,52.0,石川裕紀,1:53.4,大,76.8,7.0,442(-2),[東] 国枝栄,芝,1800,0,0
202001010308,1,8,10,ダノンチャンス,セ6,57.0,菱田裕二,0:58.1,,20.1,7.0,494(-14),[東] 田中博康,ダート,1000,1,1
202001010308,2,1,1,ガンケン,牡4,57.0,吉田隼人,0:58.2,1/2,24.0,8.0,514(-10),[西] 宮本博,ダート,1000,0,1
202001010308,3,6,7,グラナリー,牝3,52.0,池添謙一,0:58.3,1/2,5.8,3.0,508(-4),[西] 池添学,ダート,1000,0,1
202001010308,4,8,11,ケイアイターコイズ,牡4,57.0,横山武史,0:58.5,1.1/4,5.6,2.0,512(-10),[西] 新谷功一,ダート,1000,0,0
202001010308,5,3,3,レッドランサー,牡5,57.0,ルメール,0:58.7,1.1/2,6.2,4.0,470(-2),[西] 中内田充,ダート,1000,0,0
202001010308,6,7,9,スズカユース,牝4,55.0,大野拓弥,0:58.7,ハナ,39.3,9.0,444(-12),[東] 伊藤圭三,ダート,1000,0,0
202001010308,7,7,8,スリーピート,牡3,54.0,藤岡佑介,0:58.8,3/4,10.8,6.0,496(-4),[西] 湯窪幸雄,ダート,1000,0,0
202001010308,8,5,5,アウトウッズ,牡3,54.0,武豊,0:59.0,1,10.3,5.0,526(+6),[西] 浅見秀一,ダート,1000,0,0
202001010308,9,4,4,ノボベイビー,牡5,57.0,国分恭介,0:59.0,クビ,51.2,11.0,494(0),[東] 天間昭一,ダート,1000,0,0
202001010308,10,6,6,アサカディオネ,牝3,51.0,団野大成,0:59.2,1.1/4,2.5,1.0,456(+2),[西] 佐々木晶,ダート,1000,0,0
202001010308,11,2,2,メイショウメイリン,牡4,55.0,亀田温心,0:59.2,クビ,48.6,10.0,464(0),[西] 西園正都,ダート,1000,0,0
202001010309,1,1,1,ラキ,牝3,52.0,武豊,1:08.8,,2.3,1.0,456(+4),[西] 小崎憲,芝,1200,1,1
202001010309,2,7,9,キーダイヤ,牝3,52.0,浜中俊,1:08.9,3/4,3.5,2.0,444(-8),[西] 藤岡健一,芝,1200,0,1
